timestamp_utc,city,target_date,ecmwf_max_c,gfs_max_c,predicted_bucket,polymarket_price,all_bucket_prices,snapshot_id,lead_time_hours,model_spread_c,abs_model_spread_c,ecmwf_run_utc,gfs_run_utc,market_implied_temp_c,market_implied_temp_used_open_bucket_approx,market_vs_ecmwf_c,market_vs_gfs_c,ecmwf_bucket,ecmwf_bucket_probability,gfs_bucket,gfs_bucket_probability,market_modal_bucket,market_modal_bucket_price,ecmwf_change_c,gfs_change_c,market_implied_change_c,data_quality
2026-08-15 11:09:20,Ankara,2026-08-15,27.5,28.2,28°C,0.015,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.005, ""25°C"": 0.095, ""26°C"": 0.795, ""27°C"": 0.105, ""28°C"": 0.015, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005}",a0358452,-14.16,-0.7,0.7,,,26.04,True,-1.46,-2.16,28°C,0.015,28°C,0.015,26°C,0.795,0.0,0.0,-0.18,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 11:09:20,Buenos Aires,2026-08-15,14.5,13.2,14°C,0.03,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.03, ""15°C"": 0.155, ""16°C"": 0.71, ""17°C"": 0.115, ""18°C"": 0.015, ""19°C"": 0.006, ""20°C"": 0.0005, ""21°C"": 0.0005, ""22°C or higher"": 0.0005}",a0358452,-8.16,1.3,1.3,,,15.95,True,1.45,2.75,14°C,0.03,13°C,0.0005,16°C,0.71,0.0,0.0,0.03,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Hong Kong,2026-08-15,30.7,31.5,31°C,0.9985,"{""27°C or below"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9985, ""32°C"": 0.0015, ""33°C"": 0.0015, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",12164641,-20.26,-0.8,0.8,,,31.01,True,0.31,-0.49,31°C,0.9985,32°C,0.0015,31°C,0.9985,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Tokyo,2026-08-15,28.5,30.5,28°C,0.0005,"{""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.9995, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C or higher"": 0.0005}",12164641,-21.26,-2.0,2.0,,,29.0,True,0.5,-1.5,28°C,0.0005,30°C,0.0005,29°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Shanghai,2026-08-15,30.7,30.9,31°C,0.9995,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",12164641,-20.26,-0.2,0.2,,,30.99,True,0.29,0.09,31°C,0.9995,31°C,0.9995,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Qingdao,2026-08-15,31.1,30.1,31°C,0.9995,"{""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""32°C"": 0.0005, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995}",12164641,-20.26,1.0,1.0,,,30.99,True,-0.11,0.89,31°C,0.9995,30°C,0.0005,31°C,0.9995,0.0,-0.2,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Seoul,2026-08-15,28.2,25.2,28°C,0.9995,"{""34°C or higher"": 0.0005, ""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.9995, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005}",12164641,-21.26,3.0,3.0,,,28.01,True,-0.19,2.81,28°C,0.9995,25°C,0.0005,28°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Guangzhou,2026-08-15,32.8,35.3,33°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C"": 0.9995, ""36°C"": 0.0005, ""37°C"": 0.0005, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",12164641,-20.26,-2.5,2.5,,,34.99,True,2.19,-0.31,33°C,0.0005,35°C,0.9995,35°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Shenzhen,2026-08-15,31.2,33.7,31°C,0.0005,"{""33°C"": 0.0025, ""31°C"": 0.0005, ""32°C"": 0.997, ""36°C"": 0.0005, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0005, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.0005, ""34°C"": 0.0005}",12164641,-20.26,-2.5,2.5,,,32.0,True,0.8,-1.7,31°C,0.0005,34°C,0.0005,32°C,0.997,0.0,0.2,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,New York,2026-08-15,28.6,29.8,82-83°F,0.525,"{""75°F or below"": 0.0005, ""76-77°F"": 0.0005, ""78-79°F"": 0.015, ""80-81°F"": 0.105, ""82-83°F"": 0.525, ""84-85°F"": 0.335, ""86-87°F"": 0.02, ""88-89°F"": 0.003, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",12164641,-8.26,-1.2,1.2,,,28.34,True,-0.26,-1.46,82-83°F,0.525,86-87°F,0.02,82-83°F,0.525,0.0,0.7,0.09,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Chicago,2026-08-15,26.5,26.2,80-81°F,0.375,"{""75°F or below"": 0.015, ""76-77°F"": 0.049, ""78-79°F"": 0.37, ""80-81°F"": 0.375, ""82-83°F"": 0.135, ""84-85°F"": 0.035, ""86-87°F"": 0.004, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",12164641,-7.26,0.3,0.3,,,26.62,True,0.12,0.42,80-81°F,0.375,78-79°F,0.37,80-81°F,0.375,0.0,1.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Miami,2026-08-15,32.9,32.9,90-91°F,0.13,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0045, ""88-89°F"": 0.0015, ""90-91°F"": 0.13, ""92-93°F"": 0.62, ""94-95°F"": 0.23, ""96-97°F"": 0.0085, ""98°F or higher"": 0.002}",12164641,-8.26,0.0,0.0,,,33.72,True,0.82,0.82,90-91°F,0.13,90-91°F,0.13,92-93°F,0.62,0.0,0.2,-0.03,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,London,2026-08-15,27.4,28.0,27°C,0.585,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.045, ""26°C"": 0.345, ""27°C"": 0.585, ""28°C"": 0.055, ""29°C"": 0.0115, ""30°C or higher"": 0.003}",12164641,-13.26,-0.6,0.6,,,26.66,True,-0.74,-1.34,27°C,0.585,28°C,0.055,27°C,0.585,0.0,-0.1,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Paris,2026-08-15,32.5,34.6,32°C,0.2215,"{""30°C or below"": 0.3505, ""31°C"": 0.272, ""32°C"": 0.2215, ""33°C"": 0.09, ""34°C"": 0.015, ""35°C"": 0.01, ""36°C"": 0.0055, ""37°C"": 0.002, ""38°C"": 0.001, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",12164641,-14.26,-2.1,2.1,,,31.02,True,-1.48,-3.58,32°C,0.2215,35°C,0.01,30°C or below,0.3505,0.0,-0.3,-1.1,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Ankara,2026-08-15,27.5,28.0,28°C,0.012,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.12, ""26°C"": 0.79, ""27°C"": 0.085, ""28°C"": 0.012, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005}",12164641,-15.26,-0.5,0.5,,,26.0,True,-1.5,-2.0,28°C,0.012,28°C,0.012,26°C,0.79,0.0,-0.2,-0.04,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 12:15:43,Buenos Aires,2026-08-15,14.5,13.3,14°C,0.04,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.04, ""15°C"": 0.15, ""16°C"": 0.715, ""17°C"": 0.125, ""18°C"": 0.015, ""19°C"": 0.0035, ""20°C"": 0.0005, ""21°C"": 0.0005, ""22°C or higher"": 0.0005}",12164641,-9.26,1.2,1.2,,,15.94,True,1.44,2.64,14°C,0.04,13°C,0.0005,16°C,0.715,0.0,0.1,-0.01,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Hong Kong,2026-08-15,31.9,31.5,32°C,0.001,"{""27°C or below"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9985, ""32°C"": 0.001, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",4ea5ab94,-21.37,0.4,0.4,,,31.01,True,-0.89,-0.49,32°C,0.001,32°C,0.001,31°C,0.9985,1.2,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Tokyo,2026-08-15,28.4,30.5,28°C,0.0005,"{""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.9995, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C or higher"": 0.0005}",4ea5ab94,-22.37,-2.1,2.1,,,29.0,True,0.6,-1.5,28°C,0.0005,30°C,0.0005,29°C,0.9995,-0.1,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Shanghai,2026-08-15,30.7,30.9,31°C,0.9995,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",4ea5ab94,-21.37,-0.2,0.2,,,30.99,True,0.29,0.09,31°C,0.9995,31°C,0.9995,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Qingdao,2026-08-15,30.9,30.1,31°C,0.9995,"{""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""32°C"": 0.0005, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995}",4ea5ab94,-21.37,0.8,0.8,,,30.99,True,0.09,0.89,31°C,0.9995,30°C,0.0005,31°C,0.9995,-0.2,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Seoul,2026-08-15,27.3,25.2,27°C,0.0005,"{""34°C or higher"": 0.0005, ""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.9995, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005}",4ea5ab94,-22.37,2.1,2.1,,,28.01,True,0.71,2.81,27°C,0.0005,25°C,0.0005,28°C,0.9995,-0.9,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Guangzhou,2026-08-15,32.9,35.3,33°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C"": 0.9995, ""36°C"": 0.0005, ""37°C"": 0.0005, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",4ea5ab94,-21.37,-2.4,2.4,,,34.99,True,2.09,-0.31,33°C,0.0005,35°C,0.9995,35°C,0.9995,0.1,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Shenzhen,2026-08-15,31.8,33.7,32°C,0.999,"{""33°C"": 0.0015, ""31°C"": 0.0005, ""32°C"": 0.999, ""36°C"": 0.0005, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0005, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.0005, ""34°C"": 0.0025}",4ea5ab94,-21.37,-1.9,1.9,,,32.0,True,0.2,-1.7,32°C,0.999,34°C,0.0025,32°C,0.999,0.6,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,New York,2026-08-15,28.8,29.4,84-85°F,0.27,"{""75°F or below"": 0.0005, ""76-77°F"": 0.0005, ""78-79°F"": 0.016, ""80-81°F"": 0.145, ""82-83°F"": 0.545, ""84-85°F"": 0.27, ""86-87°F"": 0.02, ""88-89°F"": 0.003, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",4ea5ab94,-9.37,-0.6,0.6,,,28.22,True,-0.58,-1.18,84-85°F,0.27,84-85°F,0.27,82-83°F,0.545,0.2,-0.4,-0.12,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Chicago,2026-08-15,25.6,25.3,78-79°F,0.365,"{""75°F or below"": 0.0145, ""76-77°F"": 0.0495, ""78-79°F"": 0.365, ""80-81°F"": 0.47, ""82-83°F"": 0.11, ""84-85°F"": 0.025, ""86-87°F"": 0.004, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",4ea5ab94,-8.37,0.3,0.3,,,26.6,True,1.0,1.3,78-79°F,0.365,78-79°F,0.365,80-81°F,0.47,-0.9,-0.9,-0.02,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Miami,2026-08-15,32.8,32.8,90-91°F,0.08,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0045, ""88-89°F"": 0.0015, ""90-91°F"": 0.08, ""92-93°F"": 0.67, ""94-95°F"": 0.245, ""96-97°F"": 0.0085, ""98°F or higher"": 0.002}",4ea5ab94,-9.37,0.0,0.0,,,33.79,True,0.99,0.99,90-91°F,0.08,90-91°F,0.08,92-93°F,0.67,-0.1,-0.1,0.07,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,London,2026-08-15,27.1,28.0,27°C,0.475,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.04, ""26°C"": 0.43, ""27°C"": 0.475, ""28°C"": 0.025, ""29°C"": 0.0055, ""30°C or higher"": 0.001}",4ea5ab94,-14.37,-0.9,0.9,,,26.51,True,-0.59,-1.49,27°C,0.475,28°C,0.025,27°C,0.475,-0.3,0.0,-0.15,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Paris,2026-08-15,32.4,34.6,32°C,0.22,"{""30°C or below"": 0.2635, ""31°C"": 0.4955, ""32°C"": 0.22, ""33°C"": 0.07, ""34°C"": 0.015, ""35°C"": 0.0055, ""36°C"": 0.0025, ""37°C"": 0.002, ""38°C"": 0.001, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",4ea5ab94,-15.37,-2.2,2.2,,,31.07,True,-1.33,-3.53,32°C,0.22,35°C,0.0055,31°C,0.4955,-0.1,0.0,0.05,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Ankara,2026-08-15,27.5,28.0,28°C,0.0105,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.205, ""26°C"": 0.665, ""27°C"": 0.07, ""28°C"": 0.0105, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005}",4ea5ab94,-16.37,-0.5,0.5,,,25.89,True,-1.61,-2.11,28°C,0.0105,28°C,0.0105,26°C,0.665,0.0,0.0,-0.11,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 13:22:07,Buenos Aires,2026-08-15,14.7,13.3,15°C,0.22,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.04, ""15°C"": 0.22, ""16°C"": 0.65, ""17°C"": 0.12, ""18°C"": 0.015, ""19°C"": 0.0035, ""20°C"": 0.0005, ""21°C"": 0.0005, ""22°C or higher"": 0.0005}",4ea5ab94,-10.37,1.4,1.4,,,15.87,True,1.17,2.57,15°C,0.22,13°C,0.0005,16°C,0.65,0.2,0.0,-0.07,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Hong Kong,2026-08-15,31.9,31.5,32°C,0.001,"{""27°C or below"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9985, ""32°C"": 0.001, ""33°C"": 0.001, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",a92e66eb,-22.2,0.4,0.4,,,31.01,True,-0.89,-0.49,32°C,0.001,32°C,0.001,31°C,0.9985,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Tokyo,2026-08-15,28.4,30.5,28°C,0.0005,"{""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.9995, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C or higher"": 0.0005}",a92e66eb,-23.2,-2.1,2.1,,,29.0,True,0.6,-1.5,28°C,0.0005,30°C,0.0005,29°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Shanghai,2026-08-15,30.7,30.9,31°C,0.9995,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",a92e66eb,-22.2,-0.2,0.2,,,30.99,True,0.29,0.09,31°C,0.9995,31°C,0.9995,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Qingdao,2026-08-15,30.9,30.1,31°C,0.9995,"{""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""32°C"": 0.0005, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9995}",a92e66eb,-22.2,0.8,0.8,,,30.99,True,0.09,0.89,31°C,0.9995,30°C,0.0005,31°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Seoul,2026-08-15,27.3,25.2,27°C,0.0005,"{""34°C or higher"": 0.0005, ""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.9995, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005}",a92e66eb,-23.2,2.1,2.1,,,28.01,True,0.71,2.81,27°C,0.0005,25°C,0.0005,28°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Guangzhou,2026-08-15,32.9,35.3,33°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C"": 0.9995, ""36°C"": 0.0005, ""37°C"": 0.0005, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",a92e66eb,-22.2,-2.4,2.4,,,34.99,True,2.09,-0.31,33°C,0.0005,35°C,0.9995,35°C,0.9995,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Shenzhen,2026-08-15,31.8,33.7,32°C,0.997,"{""33°C"": 0.003, ""31°C"": 0.0005, ""32°C"": 0.997, ""36°C"": 0.0005, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0005, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.0005, ""34°C"": 0.003}",a92e66eb,-22.2,-1.9,1.9,,,32.01,True,0.21,-1.69,32°C,0.997,34°C,0.003,32°C,0.997,0.0,0.0,0.01,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,New York,2026-08-15,28.8,29.9,84-85°F,0.29,"{""75°F or below"": 0.0005, ""76-77°F"": 0.0005, ""78-79°F"": 0.016, ""80-81°F"": 0.115, ""82-83°F"": 0.565, ""84-85°F"": 0.29, ""86-87°F"": 0.03, ""88-89°F"": 0.0025, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",a92e66eb,-10.2,-1.1,1.1,,,28.29,True,-0.51,-1.61,84-85°F,0.29,86-87°F,0.03,82-83°F,0.565,0.0,0.5,0.07,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Chicago,2026-08-15,25.6,25.2,78-79°F,0.38,"{""75°F or below"": 0.0145, ""76-77°F"": 0.0795, ""78-79°F"": 0.38, ""80-81°F"": 0.435, ""82-83°F"": 0.115, ""84-85°F"": 0.025, ""86-87°F"": 0.0045, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",a92e66eb,-9.2,0.4,0.4,,,26.53,True,0.93,1.33,78-79°F,0.38,76-77°F,0.0795,80-81°F,0.435,0.0,-0.1,-0.07,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Miami,2026-08-15,32.8,33.0,90-91°F,0.06,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0005, ""88-89°F"": 0.0015, ""90-91°F"": 0.06, ""92-93°F"": 0.64, ""94-95°F"": 0.3, ""96-97°F"": 0.0135, ""98°F or higher"": 0.0025}",a92e66eb,-10.2,-0.2,0.2,,,33.89,True,1.09,0.89,90-91°F,0.06,90-91°F,0.06,92-93°F,0.64,0.0,0.2,0.1,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,London,2026-08-15,27.1,28.0,27°C,0.415,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.555, ""27°C"": 0.415, ""28°C"": 0.015, ""29°C"": 0.0015, ""30°C or higher"": 0.001}",a92e66eb,-15.2,-0.9,0.9,,,26.45,True,-0.65,-1.55,27°C,0.415,28°C,0.015,26°C,0.555,0.0,0.0,-0.06,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Paris,2026-08-15,32.4,34.6,32°C,0.176,"{""30°C or below"": 0.3545, ""31°C"": 0.457, ""32°C"": 0.176, ""33°C"": 0.05, ""34°C"": 0.011, ""35°C"": 0.006, ""36°C"": 0.005, ""37°C"": 0.002, ""38°C"": 0.001, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",a92e66eb,-16.2,-2.2,2.2,,,30.86,True,-1.54,-3.74,32°C,0.176,35°C,0.006,31°C,0.457,0.0,0.0,-0.21,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Ankara,2026-08-15,27.5,28.0,28°C,0.0045,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.98, ""27°C"": 0.02, ""28°C"": 0.0045, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005}",a92e66eb,-17.2,-0.5,0.5,,,26.04,True,-1.46,-1.96,28°C,0.0045,28°C,0.0045,26°C,0.98,0.0,0.0,0.15,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 14:11:51,Buenos Aires,2026-08-15,14.7,13.3,15°C,0.275,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.045, ""15°C"": 0.275, ""16°C"": 0.58, ""17°C"": 0.115, ""18°C"": 0.015, ""19°C"": 0.0045, ""20°C"": 0.0005, ""21°C"": 0.001, ""22°C or higher"": 0.0005}",a92e66eb,-11.2,1.4,1.4,,,15.81,True,1.11,2.51,15°C,0.275,13°C,0.0005,16°C,0.58,0.0,0.0,-0.06,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-15 15:10:07,Hong Kong,2026-08-15,31.9,31.5,32°C,0.001,"{""27°C or below"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.9985, ""32°C"": 0.001, ""33°C"": 0.001, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",bc19a4b3,-23.17,0.4,0.4,,,31.01,True,-0.89,-0.49,32°C,0.001,32°C,0.001,31°C,0.9985,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
