timestamp_utc,city,target_date,ecmwf_max_c,gfs_max_c,icon_max_c,predicted_bucket,polymarket_price,all_bucket_prices,snapshot_id,lead_time_hours,model_spread_c,abs_model_spread_c,ecmwf_run_utc,gfs_run_utc,market_implied_temp_c,market_implied_temp_used_open_bucket_approx,market_vs_ecmwf_c,market_vs_gfs_c,ecmwf_bucket,ecmwf_bucket_probability,gfs_bucket,gfs_bucket_probability,icon_bucket,icon_bucket_probability,market_modal_bucket,market_modal_bucket_price,ecmwf_change_c,gfs_change_c,icon_change_c,market_implied_change_c,data_quality
2026-08-16 14:12:47,Chicago,2026-08-16,29.0,27.8,29.9,84-85°F,0.505,"{""77°F or below"": 0.0005, ""78-79°F"": 0.0015, ""80-81°F"": 0.006, ""82-83°F"": 0.025, ""84-85°F"": 0.505, ""86-87°F"": 0.41, ""88-89°F"": 0.085, ""90-91°F"": 0.015, ""92-93°F"": 0.0025, ""94-95°F"": 0.0005, ""96°F or higher"": 0.0005}",8ef4e255,-9.21,1.2,1.2,,,29.8,True,0.8,2.0,84-85°F,0.505,82-83°F,0.025,86-87°F,0.41,84-85°F,0.505,-0.1,-0.2,0.0,-0.32,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 14:12:47,Miami,2026-08-16,32.9,33.0,33.0,90-91°F,0.0115,"{""100-101°F"": 0.0015, ""102-103°F"": 0.0005, ""104°F or higher"": 0.0005, ""85°F or below"": 0.0005, ""86-87°F"": 0.0015, ""88-89°F"": 0.0105, ""90-91°F"": 0.0115, ""92-93°F"": 0.57, ""94-95°F"": 0.395, ""96-97°F"": 0.025, ""98-99°F"": 0.009}",8ef4e255,-10.21,-0.1,0.1,,,34.09,True,1.19,1.09,90-91°F,0.0115,90-91°F,0.0115,90-91°F,0.0115,92-93°F,0.57,0.0,0.1,0.0,0.12,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 14:12:47,London,2026-08-16,24.3,24.1,26.3,24°C,0.0005,"{""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.255, ""26°C"": 0.67, ""27°C"": 0.095, ""28°C"": 0.014, ""29°C"": 0.001, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C or higher"": 0.0005}",8ef4e255,-15.21,0.2,0.2,,,25.88,True,1.58,1.78,24°C,0.0005,24°C,0.0005,26°C,0.67,26°C,0.67,2.0,0.0,0.3,-0.12,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 14:12:47,Paris,2026-08-16,28.9,32.7,31.4,29°C,0.0005,"{""30°C"": 0.0005, ""31°C"": 0.885, ""32°C"": 0.1055, ""33°C"": 0.009, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""29°C"": 0.0005, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005}",8ef4e255,-16.21,-3.8,3.8,,,31.12,True,2.22,-1.58,29°C,0.0005,33°C,0.009,31°C,0.885,31°C,0.885,-0.3,0.0,0.0,0.07,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 14:12:47,Ankara,2026-08-16,,,,,,"{""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C or higher"": 0.0005, ""27°C"": 0.99, ""28°C"": 0.015, ""29°C"": 0.0035, ""22°C or below"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005}",8ef4e255,-17.21,,,,,27.02,True,,,,,,,,,27°C,0.99,,,,-0.02,ICON_FORECAST_MISSING|IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 14:12:47,Buenos Aires,2026-08-16,,,,,,"{""13°C or below"": 0.0005, ""17°C"": 0.115, ""18°C"": 0.39, ""19°C"": 0.39, ""23°C or higher"": 0.0005, ""20°C"": 0.1, ""21°C"": 0.02, ""22°C"": 0.0035, ""14°C"": 0.0005, ""15°C"": 0.0005, ""16°C"": 0.03}",8ef4e255,-11.21,,,,,18.46,True,,,,,,,,,18°C,0.39,,,,0.36,ICON_FORECAST_MISSING|IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 15:10:18,Hong Kong,2026-08-16,33.3,32.2,33.1,33°C,0.9995,"{""27°C or below"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.9995, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",d42da1e2,-23.17,1.1,1.1,,,32.99,True,-0.31,0.79,33°C,0.9995,32°C,0.0005,33°C,0.9995,33°C,0.9995,0.0,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 15:10:18,Tokyo,2026-08-17,28.7,31.4,29.9,29°C,0.28,"{""24°C or below"": 0.0005, ""32°C"": 0.043, ""33°C"": 0.0125, ""34°C or higher"": 0.006, ""25°C"": 0.0035, ""26°C"": 0.0105, ""27°C"": 0.03, ""28°C"": 0.06, ""29°C"": 0.28, ""30°C"": 0.465, ""31°C"": 0.16}",d42da1e2,-0.17,-2.7,2.7,,,29.77,True,1.07,-1.63,29°C,0.28,31°C,0.16,30°C,0.465,30°C,0.465,3.0,2.9,2.0,3.75,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 15:10:18,Shanghai,2026-08-16,29.4,28.4,29.9,29°C,0.9995,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.9995, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",d42da1e2,-23.17,1.0,1.0,,,29.01,True,-0.39,0.61,29°C,0.9995,28°C,0.0005,30°C,0.0005,29°C,0.9995,0.0,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
2026-08-16 15:10:18,Qingdao,2026-08-16,32.7,31.6,31.6,33°C,0.9995,"{""26°C or below"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.9995, ""34°C"": 0.0005, ""35°C"": 0.0005, ""36°C or higher"": 0.0005}",d42da1e2,-23.17,1.1,1.1,,,32.99,True,0.29,1.39,33°C,0.9995,32°C,0.0005,32°C,0.0005,33°C,0.9995,0.0,0.0,0.0,0.0,IMPLIED_TEMP_USED_OPEN_BUCKET_APPROX
