timestamp_utc,city,target_date,ecmwf_max_c,gfs_max_c,predicted_bucket,polymarket_price,all_bucket_prices,snapshot_id,lead_time_hours,model_spread_c,abs_model_spread_c,ecmwf_run_utc,gfs_run_utc,market_implied_temp_c,market_vs_ecmwf_c,market_vs_gfs_c,ecmwf_bucket_probability,gfs_bucket_probability,ecmwf_change_c,gfs_change_c,market_implied_change_c,data_quality
2026-08-15 04:06:58,Hong Kong,2026-08-16,31.1,32.3,31°C,0.145,"{""27°C or below"": 0.001, ""28°C"": 0.0035, ""29°C"": 0.0045, ""30°C"": 0.035, ""31°C"": 0.145, ""32°C"": 0.325, ""33°C"": 0.365, ""34°C"": 0.115, ""35°C"": 0.025, ""36°C"": 0.007, ""37°C or higher"": 0.0045}",9076013b,19.88,-1.2,1.2,,,32.46,1.36,0.16,0.145,0.325,,,,OK
2026-08-15 04:06:58,Tokyo,2026-08-16,26.5,30.2,26°C,0.0055,"{""25°C"": 0.0015, ""26°C"": 0.0055, ""24°C or below"": 0.0005, ""27°C"": 0.035, ""28°C"": 0.155, ""29°C"": 0.355, ""30°C"": 0.375, ""31°C"": 0.055, ""32°C"": 0.025, ""33°C"": 0.015, ""34°C or higher"": 0.0025}",9076013b,19.88,-3.7,3.7,,,29.37,2.87,-0.83,0.0055,0.375,,,,OK
2026-08-15 04:06:58,Shanghai,2026-08-16,29.4,28.8,29°C,0.085,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.015, ""28°C"": 0.015, ""29°C"": 0.085, ""30°C"": 0.435, ""31°C"": 0.38, ""32°C"": 0.09, ""33°C"": 0.0155, ""34°C"": 0.0035, ""35°C or higher"": 0.0005}",9076013b,19.88,0.6,0.6,,,30.44,1.04,1.64,0.085,0.085,,,,OK
2026-08-15 04:06:58,Qingdao,2026-08-16,32.0,31.5,32°C,0.265,"{""26°C or below"": 0.002, ""27°C"": 0.0025, ""28°C"": 0.005, ""29°C"": 0.008, ""30°C"": 0.035, ""31°C"": 0.1, ""32°C"": 0.265, ""33°C"": 0.405, ""34°C"": 0.185, ""35°C"": 0.045, ""36°C or higher"": 0.008}",9076013b,19.88,0.5,0.5,,,32.67,0.67,1.17,0.265,0.265,,,,OK
2026-08-15 04:06:58,Seoul,2026-08-16,28.3,27.8,28°C,0.235,"{""22°C or below"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0195, ""26°C"": 0.075, ""27°C"": 0.16, ""28°C"": 0.235, ""29°C"": 0.295, ""30°C"": 0.185, ""31°C"": 0.065, ""32°C or higher"": 0.025}",9076013b,19.88,0.5,0.5,,,28.56,0.26,0.76,0.235,0.235,,,,OK
2026-08-15 04:06:58,Guangzhou,2026-08-16,33.0,36.7,33°C,0.025,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0025, ""32°C"": 0.0135, ""33°C"": 0.025, ""34°C"": 0.09, ""35°C"": 0.23, ""36°C"": 0.45, ""37°C"": 0.165, ""38°C"": 0.035, ""39°C or higher"": 0.006}",9076013b,19.88,-3.7,3.7,,,35.7,2.7,-1.0,0.025,0.165,,,,OK
2026-08-15 04:06:58,Shenzhen,2026-08-16,31.1,34.3,31°C,0.075,"{""27°C or below"": 0.003, ""28°C"": 0.0035, ""31°C"": 0.075, ""32°C"": 0.175, ""33°C"": 0.425, ""29°C"": 0.0065, ""30°C"": 0.015, ""34°C"": 0.245, ""35°C"": 0.065, ""36°C"": 0.032, ""37°C or higher"": 0.0085}",9076013b,19.88,-3.2,3.2,,,33.07,1.97,-1.23,0.075,0.245,,,,OK
2026-08-15 04:06:58,New York,2026-08-16,26.3,27.0,,,{},9076013b,19.88,-0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,Chicago,2026-08-16,27.8,28.7,,,{},9076013b,19.88,-0.9,0.9,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,Miami,2026-08-16,32.9,32.2,,,{},9076013b,19.88,0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,London,,,,,,{},9076013b,,,,,,,,,,,,,,WEATHER_FETCH_FAILED|MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,Paris,,,,,,{},9076013b,,,,,,,,,,,,,,WEATHER_FETCH_FAILED|MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,Ankara,,,,,,{},9076013b,,,,,,,,,,,,,,WEATHER_FETCH_FAILED|MISSING_POLYMARKET_PRICES
2026-08-15 04:06:58,Buenos Aires,,,,,,{},9076013b,,,,,,,,,,,,,,WEATHER_FETCH_FAILED|MISSING_POLYMARKET_PRICES
2026-08-15 04:16:39,Hong Kong,2026-08-16,31.1,32.3,31°C,0.145,"{""27°C or below"": 0.001, ""28°C"": 0.0035, ""29°C"": 0.0045, ""30°C"": 0.035, ""31°C"": 0.145, ""32°C"": 0.325, ""33°C"": 0.365, ""34°C"": 0.115, ""35°C"": 0.025, ""36°C"": 0.007, ""37°C or higher"": 0.0045}",62108e33,19.72,-1.2,1.2,,,32.46,1.36,0.16,0.145,0.325,,,,OK
2026-08-15 04:16:39,Tokyo,2026-08-16,26.5,30.2,26°C,0.0055,"{""25°C"": 0.0015, ""26°C"": 0.0055, ""24°C or below"": 0.0005, ""27°C"": 0.045, ""28°C"": 0.155, ""29°C"": 0.355, ""30°C"": 0.375, ""31°C"": 0.055, ""32°C"": 0.025, ""33°C"": 0.015, ""34°C or higher"": 0.0025}",62108e33,19.72,-3.7,3.7,,,29.35,2.85,-0.85,0.0055,0.375,,,,OK
2026-08-15 04:16:39,Shanghai,2026-08-16,29.4,28.8,29°C,0.085,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.015, ""28°C"": 0.015, ""29°C"": 0.085, ""30°C"": 0.435, ""31°C"": 0.395, ""32°C"": 0.085, ""33°C"": 0.0155, ""34°C"": 0.0025, ""35°C or higher"": 0.0005}",62108e33,19.72,0.6,0.6,,,30.44,1.04,1.64,0.085,0.085,,,,OK
2026-08-15 04:16:39,Qingdao,2026-08-16,32.0,31.5,32°C,0.27,"{""26°C or below"": 0.002, ""27°C"": 0.0025, ""28°C"": 0.005, ""29°C"": 0.0065, ""30°C"": 0.03, ""31°C"": 0.1, ""32°C"": 0.27, ""33°C"": 0.405, ""34°C"": 0.19, ""35°C"": 0.045, ""36°C or higher"": 0.0085}",62108e33,19.72,0.5,0.5,,,32.69,0.69,1.19,0.27,0.27,,,,OK
2026-08-15 04:16:39,Seoul,2026-08-16,28.3,27.8,28°C,0.235,"{""22°C or below"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0145, ""26°C"": 0.065, ""27°C"": 0.155, ""28°C"": 0.235, ""29°C"": 0.295, ""30°C"": 0.185, ""31°C"": 0.065, ""32°C or higher"": 0.025}",62108e33,19.72,0.5,0.5,,,28.61,0.31,0.81,0.235,0.235,,,,OK
2026-08-15 04:16:39,Guangzhou,2026-08-16,33.0,36.7,33°C,0.025,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0025, ""32°C"": 0.013, ""33°C"": 0.025, ""34°C"": 0.09, ""35°C"": 0.23, ""36°C"": 0.45, ""37°C"": 0.165, ""38°C"": 0.035, ""39°C or higher"": 0.006}",62108e33,19.72,-3.7,3.7,,,35.7,2.7,-1.0,0.025,0.165,,,,OK
2026-08-15 04:16:39,Shenzhen,2026-08-16,31.1,34.3,31°C,0.075,"{""27°C or below"": 0.003, ""28°C"": 0.0035, ""31°C"": 0.075, ""32°C"": 0.175, ""33°C"": 0.43, ""29°C"": 0.0065, ""30°C"": 0.015, ""34°C"": 0.245, ""35°C"": 0.065, ""36°C"": 0.031, ""37°C or higher"": 0.0085}",62108e33,19.72,-3.2,3.2,,,33.07,1.97,-1.23,0.075,0.245,,,,OK
2026-08-15 04:16:39,New York,2026-08-16,26.3,27.0,,,{},62108e33,19.72,-0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:16:39,Chicago,2026-08-16,27.8,28.7,,,{},62108e33,19.72,-0.9,0.9,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:16:39,Miami,2026-08-16,32.9,32.2,,,{},62108e33,19.72,0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 04:16:39,London,2026-08-16,27.1,27.2,27°C,0.295,"{""23°C or below"": 0.025, ""24°C"": 0.025, ""25°C"": 0.175, ""26°C"": 0.415, ""27°C"": 0.295, ""28°C"": 0.055, ""29°C"": 0.025, ""30°C"": 0.0045, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C or higher"": 0.0005}",62108e33,19.72,-0.1,0.1,,,26.19,-0.91,-1.01,0.295,0.295,,,,OK
2026-08-15 04:16:39,Paris,2026-08-16,31.1,30.9,31°C,0.285,"{""30°C"": 0.475, ""31°C"": 0.285, ""32°C"": 0.058, ""33°C"": 0.008, ""34°C"": 0.0005, ""35°C or higher"": 0.001, ""29°C"": 0.165, ""25°C or below"": 0.0015, ""26°C"": 0.0005, ""27°C"": 0.015, ""28°C"": 0.035}",62108e33,19.72,0.2,0.2,,,30.14,-0.96,-0.76,0.285,0.285,,,,OK
2026-08-15 04:16:39,Ankara,2026-08-16,28.0,29.0,28°C,0.235,"{""30°C"": 0.007, ""31°C"": 0.005, ""32°C or higher"": 0.002, ""27°C"": 0.54, ""28°C"": 0.235, ""29°C"": 0.035, ""22°C or below"": 0.002, ""23°C"": 0.0025, ""24°C"": 0.003, ""25°C"": 0.0185, ""26°C"": 0.175}",62108e33,19.72,-1.0,1.0,,,27.11,-0.89,-1.89,0.235,0.035,,,,OK
2026-08-15 04:16:39,Buenos Aires,2026-08-16,16.8,16.6,,,{},62108e33,19.72,0.2,0.2,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 05:15:11,Hong Kong,2026-08-16,31.1,32.3,31°C,0.105,"{""27°C or below"": 0.0015, ""28°C"": 0.0035, ""29°C"": 0.0045, ""30°C"": 0.035, ""31°C"": 0.105, ""32°C"": 0.355, ""33°C"": 0.365, ""34°C"": 0.115, ""35°C"": 0.025, ""36°C"": 0.006, ""37°C or higher"": 0.0045}",ae563b76,18.75,-1.2,1.2,,,32.5,1.4,0.2,0.105,0.355,,,,OK
2026-08-15 05:15:11,Tokyo,2026-08-16,26.5,30.2,26°C,0.0055,"{""25°C"": 0.0015, ""26°C"": 0.0055, ""24°C or below"": 0.0005, ""27°C"": 0.045, ""28°C"": 0.155, ""29°C"": 0.355, ""30°C"": 0.365, ""31°C"": 0.055, ""32°C"": 0.015, ""33°C"": 0.015, ""34°C or higher"": 0.0025}",ae563b76,18.75,-3.7,3.7,,,29.32,2.82,-0.88,0.0055,0.365,,,,OK
2026-08-15 05:15:11,Shanghai,2026-08-16,29.4,28.8,29°C,0.085,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.015, ""28°C"": 0.015, ""29°C"": 0.085, ""30°C"": 0.435, ""31°C"": 0.395, ""32°C"": 0.085, ""33°C"": 0.0105, ""34°C"": 0.0025, ""35°C or higher"": 0.0005}",ae563b76,18.75,0.6,0.6,,,30.43,1.03,1.63,0.085,0.085,,,,OK
2026-08-15 05:15:11,Qingdao,2026-08-16,32.0,31.5,32°C,0.265,"{""26°C or below"": 0.002, ""27°C"": 0.0025, ""28°C"": 0.0055, ""29°C"": 0.0055, ""30°C"": 0.03, ""31°C"": 0.095, ""32°C"": 0.265, ""33°C"": 0.395, ""34°C"": 0.215, ""35°C"": 0.04, ""36°C or higher"": 0.007}",ae563b76,18.75,0.5,0.5,,,32.71,0.71,1.21,0.265,0.265,,,,OK
2026-08-15 05:15:11,Seoul,2026-08-16,28.3,27.8,28°C,0.245,"{""22°C or below"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.0155, ""26°C"": 0.085, ""27°C"": 0.175, ""28°C"": 0.245, ""29°C"": 0.275, ""30°C"": 0.165, ""31°C"": 0.055, ""32°C or higher"": 0.025}",ae563b76,18.75,0.5,0.5,,,28.46,0.16,0.66,0.245,0.245,,,,OK
2026-08-15 05:15:11,Guangzhou,2026-08-16,33.0,36.7,33°C,0.025,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0025, ""32°C"": 0.015, ""33°C"": 0.025, ""34°C"": 0.09, ""35°C"": 0.22, ""36°C"": 0.455, ""37°C"": 0.155, ""38°C"": 0.035, ""39°C or higher"": 0.006}",ae563b76,18.75,-3.7,3.7,,,35.69,2.69,-1.01,0.025,0.155,,,,OK
2026-08-15 05:15:11,Shenzhen,2026-08-16,31.1,34.3,31°C,0.075,"{""27°C or below"": 0.003, ""28°C"": 0.0035, ""31°C"": 0.075, ""32°C"": 0.175, ""33°C"": 0.425, ""29°C"": 0.0065, ""30°C"": 0.015, ""34°C"": 0.245, ""35°C"": 0.065, ""36°C"": 0.0285, ""37°C or higher"": 0.0085}",ae563b76,18.75,-3.2,3.2,,,33.06,1.96,-1.24,0.075,0.245,,,,OK
2026-08-15 05:15:11,New York,2026-08-16,26.3,27.0,,,{},ae563b76,18.75,-0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 05:15:11,Chicago,2026-08-16,27.8,28.7,,,{},ae563b76,18.75,-0.9,0.9,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 05:15:11,Miami,2026-08-16,32.9,32.2,,,{},ae563b76,18.75,0.7,0.7,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 05:15:11,London,2026-08-16,27.1,27.2,27°C,0.295,"{""23°C or below"": 0.025, ""24°C"": 0.025, ""25°C"": 0.18, ""26°C"": 0.415, ""27°C"": 0.295, ""28°C"": 0.055, ""29°C"": 0.0255, ""30°C"": 0.0045, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C or higher"": 0.0005}",ae563b76,18.75,-0.1,0.1,,,26.19,-0.91,-1.01,0.295,0.295,,,,OK
2026-08-15 05:15:11,Paris,2026-08-16,31.1,30.9,31°C,0.305,"{""30°C"": 0.42, ""31°C"": 0.305, ""32°C"": 0.068, ""33°C"": 0.008, ""34°C"": 0.0005, ""35°C or higher"": 0.0005, ""29°C"": 0.165, ""25°C or below"": 0.001, ""26°C"": 0.0005, ""27°C"": 0.015, ""28°C"": 0.035}",ae563b76,18.75,0.2,0.2,,,30.18,-0.92,-0.72,0.305,0.305,,,,OK
2026-08-15 05:15:11,Ankara,2026-08-16,28.0,29.0,28°C,0.23,"{""30°C"": 0.006, ""31°C"": 0.0045, ""32°C or higher"": 0.002, ""27°C"": 0.54, ""28°C"": 0.23, ""29°C"": 0.035, ""22°C or below"": 0.002, ""23°C"": 0.0025, ""24°C"": 0.0025, ""25°C"": 0.024, ""26°C"": 0.195}",ae563b76,18.75,-1.0,1.0,,,27.07,-0.93,-1.93,0.23,0.035,,,,OK
2026-08-15 05:15:11,Buenos Aires,2026-08-16,16.8,16.6,,,{},ae563b76,18.75,0.2,0.2,,,,,,,,,,,MISSING_POLYMARKET_PRICES
2026-08-15 05:24:48,Hong Kong,2026-08-15,30.5,31.6,30°C,0.175,"{""27°C or below"": 0.0005, ""28°C"": 0.0015, ""29°C"": 0.0015, ""30°C"": 0.175, ""31°C"": 0.485, ""32°C"": 0.27, ""33°C"": 0.042, ""34°C"": 0.0055, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",90332ece,-5.41,-1.1,1.1,,,31.2,0.7,-0.4,0.175,0.27,,,,OK
2026-08-15 05:24:48,Tokyo,2026-08-15,28.3,31.0,28°C,0.0005,"{""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.985, ""30°C"": 0.02, ""31°C"": 0.003, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C or higher"": 0.0005}",90332ece,-5.41,-2.7,2.7,,,29.02,0.72,-1.98,0.0005,0.003,,,,OK
2026-08-15 05:24:48,Shanghai,2026-08-15,29.5,30.6,30°C,0.0005,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.88, ""32°C"": 0.105, ""33°C"": 0.013, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",90332ece,-5.41,-1.1,1.1,,,31.12,1.62,0.52,0.0005,0.88,,,,OK
2026-08-15 05:24:48,Qingdao,2026-08-15,30.9,30.9,31°C,0.475,"{""33°C"": 0.0585, ""34°C"": 0.008, ""35°C or higher"": 0.0005, ""32°C"": 0.46, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.475}",90332ece,-5.41,0.0,0.0,,,31.59,0.69,0.69,0.475,0.475,,,,OK
2026-08-15 05:24:48,Seoul,2026-08-15,28.2,25.2,28°C,0.905,"{""34°C or higher"": 0.0005, ""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.905, ""29°C"": 0.075, ""30°C"": 0.0065, ""31°C"": 0.003, ""32°C"": 0.001, ""33°C"": 0.0005}",90332ece,-5.41,3.0,3.0,,,28.1,-0.1,2.9,0.905,0.0005,,,,OK
2026-08-15 05:24:48,Guangzhou,2026-08-15,31.4,35.0,31°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.075, ""34°C"": 0.265, ""35°C"": 0.595, ""36°C"": 0.085, ""37°C"": 0.025, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",90332ece,-5.41,-3.6,3.6,,,34.73,3.33,-0.27,0.0005,0.595,,,,OK
2026-08-15 05:24:48,Shenzhen,2026-08-15,30.3,33.7,30°C,0.015,"{""33°C"": 0.235, ""31°C"": 0.28, ""32°C"": 0.45, ""36°C"": 0.0015, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0015, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.015, ""34°C"": 0.07}",90332ece,-5.41,-3.4,3.4,,,32.07,1.77,-1.63,0.015,0.07,,,,OK
2026-08-15 05:24:48,New York,2026-08-15,28.7,29.4,75°F or below,0.001,"{""75°F or below"": 0.001, ""76-77°F"": 0.005, ""78-79°F"": 0.013, ""80-81°F"": 0.105, ""82-83°F"": 0.485, ""84-85°F"": 0.375, ""86-87°F"": 0.06, ""88-89°F"": 0.012, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",90332ece,-5.41,-0.7,0.7,,,82.74,54.04,53.34,0.001,0.001,,,,OK
2026-08-15 05:24:48,Chicago,2026-08-15,24.7,25.5,75°F or below,0.017,"{""75°F or below"": 0.017, ""76-77°F"": 0.1055, ""78-79°F"": 0.335, ""80-81°F"": 0.4, ""82-83°F"": 0.15, ""84-85°F"": 0.035, ""86-87°F"": 0.0055, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",90332ece,-5.41,-0.8,0.8,,,79.34,54.64,53.84,0.017,0.017,,,,OK
2026-08-15 05:24:48,Miami,2026-08-15,32.4,32.8,79°F or below,0.0005,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0045, ""88-89°F"": 0.001, ""90-91°F"": 0.055, ""92-93°F"": 0.72, ""94-95°F"": 0.225, ""96-97°F"": 0.0055, ""98°F or higher"": 0.0015}",90332ece,-5.41,-0.4,0.4,,,92.31,59.91,59.51,0.0005,0.0005,,,,OK
2026-08-15 05:24:48,London,2026-08-15,27.5,27.2,28°C,0.325,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.007, ""25°C"": 0.055, ""26°C"": 0.205, ""27°C"": 0.41, ""28°C"": 0.325, ""29°C"": 0.0195, ""30°C or higher"": 0.004}",90332ece,-5.41,0.3,0.3,,,27.03,-0.47,-0.17,0.325,0.41,,,,OK
2026-08-15 05:24:48,Paris,2026-08-15,34.3,34.6,34°C,0.635,"{""30°C or below"": 0.005, ""31°C"": 0.003, ""32°C"": 0.0235, ""33°C"": 0.18, ""34°C"": 0.635, ""35°C"": 0.15, ""36°C"": 0.0425, ""37°C"": 0.006, ""38°C"": 0.0005, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",90332ece,-5.41,-0.3,0.3,,,34.0,-0.3,-0.6,0.635,0.15,,,,OK
2026-08-15 05:24:48,Ankara,2026-08-15,27.7,28.3,28°C,0.02,"{""32°C"": 0.0005, ""33°C or higher"": 0.0005, ""23°C or below"": 0.0005, ""24°C"": 0.0005, ""25°C"": 0.07, ""26°C"": 0.505, ""27°C"": 0.44, ""28°C"": 0.02, ""29°C"": 0.0015, ""30°C"": 0.0005, ""31°C"": 0.0005}",90332ece,-5.41,-0.6,0.6,,,26.41,-1.29,-1.89,0.02,0.02,,,,OK
2026-08-15 05:24:48,Buenos Aires,2026-08-15,14.3,13.3,14°C,0.03,"{""12°C or below"": 0.0005, ""13°C"": 0.0005, ""14°C"": 0.03, ""15°C"": 0.125, ""16°C"": 0.595, ""17°C"": 0.195, ""18°C"": 0.025, ""19°C"": 0.006, ""20°C"": 0.002, ""21°C"": 0.0005, ""22°C or higher"": 0.0005}",90332ece,-5.41,1.0,1.0,,,16.09,1.79,2.79,0.03,0.0005,,,,OK
2026-08-15 05:30:42,Hong Kong,2026-08-15,30.5,31.6,30°C,0.135,"{""27°C or below"": 0.0005, ""28°C"": 0.0015, ""29°C"": 0.0015, ""30°C"": 0.135, ""31°C"": 0.58, ""32°C"": 0.305, ""33°C"": 0.03, ""34°C"": 0.005, ""35°C"": 0.0005, ""36°C"": 0.0005, ""37°C or higher"": 0.0005}",b3fb1495,-5.51,-1.1,1.1,,,31.23,0.73,-0.37,0.135,0.305,,,,OK
2026-08-15 05:30:42,Tokyo,2026-08-15,28.3,31.0,28°C,0.0005,"{""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.97, ""30°C"": 0.025, ""31°C"": 0.003, ""32°C"": 0.0005, ""33°C"": 0.0005, ""34°C or higher"": 0.0005}",b3fb1495,-5.51,-2.7,2.7,,,29.03,0.73,-1.97,0.0005,0.003,,,,OK
2026-08-15 05:30:42,Shanghai,2026-08-15,29.5,30.6,30°C,0.0005,"{""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.915, ""32°C"": 0.055, ""33°C"": 0.0125, ""34°C"": 0.0005, ""35°C or higher"": 0.0005}",b3fb1495,-5.51,-1.1,1.1,,,31.07,1.57,0.47,0.0005,0.915,,,,OK
2026-08-15 05:30:42,Qingdao,2026-08-15,30.9,30.9,31°C,0.475,"{""33°C"": 0.0575, ""34°C"": 0.008, ""35°C or higher"": 0.0005, ""32°C"": 0.445, ""25°C or below"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.0005, ""29°C"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.475}",b3fb1495,-5.51,0.0,0.0,,,31.58,0.68,0.68,0.475,0.475,,,,OK
2026-08-15 05:30:42,Seoul,2026-08-15,28.2,25.2,28°C,0.885,"{""34°C or higher"": 0.0005, ""24°C or below"": 0.0005, ""25°C"": 0.0005, ""26°C"": 0.0005, ""27°C"": 0.0005, ""28°C"": 0.885, ""29°C"": 0.095, ""30°C"": 0.0065, ""31°C"": 0.003, ""32°C"": 0.001, ""33°C"": 0.0005}",b3fb1495,-5.51,3.0,3.0,,,28.12,-0.08,2.92,0.885,0.0005,,,,OK
2026-08-15 05:30:42,Guangzhou,2026-08-15,31.4,35.0,31°C,0.0005,"{""29°C or below"": 0.0005, ""30°C"": 0.0005, ""31°C"": 0.0005, ""32°C"": 0.0005, ""33°C"": 0.045, ""34°C"": 0.26, ""35°C"": 0.62, ""36°C"": 0.095, ""37°C"": 0.025, ""38°C"": 0.0005, ""39°C or higher"": 0.0005}",b3fb1495,-5.51,-3.6,3.6,,,34.8,3.4,-0.2,0.0005,0.62,,,,OK
2026-08-15 05:30:42,Shenzhen,2026-08-15,30.3,33.7,30°C,0.025,"{""33°C"": 0.22, ""31°C"": 0.26, ""32°C"": 0.445, ""36°C"": 0.0015, ""37°C or higher"": 0.0005, ""27°C or below"": 0.0005, ""35°C"": 0.0055, ""29°C"": 0.0005, ""28°C"": 0.0005, ""30°C"": 0.025, ""34°C"": 0.11}",b3fb1495,-5.51,-3.4,3.4,,,32.14,1.84,-1.56,0.025,0.11,,,,OK
2026-08-15 05:30:42,New York,2026-08-15,28.7,29.4,,,"{""75°F or below"": 0.001, ""76-77°F"": 0.005, ""78-79°F"": 0.013, ""80-81°F"": 0.105, ""82-83°F"": 0.485, ""84-85°F"": 0.375, ""86-87°F"": 0.055, ""88-89°F"": 0.012, ""90-91°F"": 0.0015, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",b3fb1495,-5.51,-0.7,0.7,,,-17.99,-46.69,-47.39,,0.375,,,,ECMWF_BUCKET_MAPPING_AMBIGUOUS
2026-08-15 05:30:42,Chicago,2026-08-15,24.7,25.5,,,"{""75°F or below"": 0.017, ""76-77°F"": 0.1055, ""78-79°F"": 0.335, ""80-81°F"": 0.395, ""82-83°F"": 0.145, ""84-85°F"": 0.035, ""86-87°F"": 0.0055, ""88-89°F"": 0.0005, ""90-91°F"": 0.0005, ""92-93°F"": 0.0005, ""94°F or higher"": 0.0005}",b3fb1495,-5.51,-0.8,0.8,,,-17.35,-42.05,-42.85,,,,,,ECMWF_BUCKET_MAPPING_AMBIGUOUS|GFS_BUCKET_MAPPING_AMBIGUOUS
2026-08-15 05:30:42,Miami,2026-08-15,32.4,32.8,,,"{""79°F or below"": 0.0005, ""80-81°F"": 0.0005, ""82-83°F"": 0.0005, ""84-85°F"": 0.0005, ""86-87°F"": 0.0045, ""88-89°F"": 0.001, ""90-91°F"": 0.07, ""92-93°F"": 0.68, ""94-95°F"": 0.27, ""96-97°F"": 0.0095, ""98°F or higher"": 0.0015}",b3fb1495,-5.51,-0.4,0.4,,,-17.96,-50.36,-50.76,,0.07,,,,ECMWF_BUCKET_MAPPING_AMBIGUOUS
2026-08-15 05:30:42,London,2026-08-15,27.5,27.2,28°C,0.325,"{""20°C or below"": 0.0005, ""21°C"": 0.0005, ""22°C"": 0.0005, ""23°C"": 0.0005, ""24°C"": 0.007, ""25°C"": 0.065, ""26°C"": 0.205, ""27°C"": 0.415, ""28°C"": 0.325, ""29°C"": 0.0195, ""30°C or higher"": 0.004}",b3fb1495,-5.51,0.3,0.3,,,27.01,-0.49,-0.19,0.325,0.415,,,,OK
2026-08-15 05:30:42,Paris,2026-08-15,34.3,34.6,34°C,0.635,"{""30°C or below"": 0.005, ""31°C"": 0.003, ""32°C"": 0.0205, ""33°C"": 0.185, ""34°C"": 0.635, ""35°C"": 0.15, ""36°C"": 0.0425, ""37°C"": 0.006, ""38°C"": 0.0005, ""39°C"": 0.0005, ""40°C or higher"": 0.0005}",b3fb1495,-5.51,-0.3,0.3,,,34.0,-0.3,-0.6,0.635,0.15,,,,OK
